id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
3699,Female,disloyal Customer,20,Business travel,Business,3602,3,3,2,5,4,3,4,4,3,2,2,5,4,4,14,20.0,satisfied
3700,Male,Loyal Customer,56,Business travel,Eco,1637,4,3,3,4,1,2,0,2,2,2,4,4,4,4,13,5.0,neutral or dissatisfied
3701,Male,Loyal Customer,32,Business travel,Eco,4581,1,4,1,4,3,4,4,2,4,3,3,2,4,3,0,0.0,satisfied
3702,Female,Loyal Customer,78,Personal Travel,Eco,2853,3,3,4,4,3,3,2,5,2,5,3,3,3,4,0,0.0,satisfied
3703,Female,Loyal Customer,75,Business travel,Eco,2865,3,4,3,5,4,1,1,1,3,3,3,2,5,2,2,10.0,satisfied
3704,Female,Loyal Customer,13,Business travel,Eco,1786,1,4,2,5,5,3,2,3,3,3,3,4,3,3,32,27.0,neutral or dissatisfied
3705,Male,disloyal Customer,22,Personal Travel,Eco,2681,4,4,2,4,3,2,2,3,1,4,4,3,3,3,78,86.0,neutral or dissatisfied
3706,Male,Loyal Customer,61,Business travel,Business,3723,3,2,3,2,4,2,2,4,4,4,5,2,2,5,8,0.0,satisfied
3707,Male,disloyal Customer,62,Personal Travel,Business,454,1,3,2,3,4,4,2,4,3,4,4,4,2,4,8,13.0,neutral or dissatisfied
3708,Female,Loyal Customer,10,Personal Travel,Eco,1692,2,2,2,1,3,3,3,3,2,4,4,3,3,3,1,0.0,neutral or dissatisfied
3709,Male,Loyal Customer,54,Personal Travel,Eco Plus,534,4,4,2,4,1,0,4,4,3,3,3,2,3,2,5,4.0,neutral or dissatisfied
3710,Male,disloyal Customer,23,Business travel,Business,4377,2,2,2,2,2,4,5,3,5,3,1,5,5,3,1,1.0,satisfied
3711,Female,Loyal Customer,42,Business travel,Eco,1555,3,3,2,2,2,4,5,3,2,3,2,4,2,3,63,70.0,neutral or dissatisfied
3712,Male,disloyal Customer,76,Business travel,Business,933,3,3,3,3,4,3,5,4,1,3,5,4,2,3,0,14.0,satisfied
3713,Male,Loyal Customer,44,Personal Travel,Business,803,1,4,5,1,5,3,4,3,4,3,5,3,4,2,5,9.0,satisfied
3714,Female,disloyal Customer,68,Personal Travel,Eco,1471,4,3,1,4,3,3,3,3,2,3,2,2,2,4,13,13.0,neutral or dissatisfied
3715,Male,Loyal Customer,54,Business travel,Eco,2467,4,4,4,4,4,3,4,4,2,1,2,4,3,3,13,19.0,satisfied
3716,Female,Loyal Customer,16,Business travel,Business,341,4,2,2,3,5,3,2,3,3,5,3,2,4,2,6,4.0,satisfied
3717,Female,Loyal Customer,42,Business travel,Eco,622,3,2,3,3,2,2,3,5,4,2,3,2,3,0,15,19.0,neutral or dissatisfied
3718,Female,Loyal Customer,35,Business travel,Eco,630,3,4,1,2,1,3,3,3,3,2,4,3,2,3,6,29.0,neutral or dissatisfied
3719,Female,Loyal Customer,10,Business travel,Eco Plus,3877,1,4,2,5,3,5,2,1,2,3,4,1,3,3,27,29.0,neutral or dissatisfied
3720,Female,Loyal Customer,50,Personal Travel,Business,717,3,4,4,2,2,2,5,3,3,5,2,3,4,5,4,10.0,neutral or dissatisfied
3721,Male,Loyal Customer,62,Business travel,Eco,244,3,5,3,3,5,3,3,2,3,2,2,2,3,4,11,0.0,neutral or dissatisfied
3722,Male,Loyal Customer,48,Business travel,Business,2885,3,4,4,3,5,2,3,2,3,3,2,3,4,2,1,4.0,satisfied
3723,Female,Loyal Customer,19,Business travel,Business,700,2,3,2,3,5,4,4,2,4,0,2,4,3,5,8,5.0,satisfied
3724,Female,Loyal Customer,52,Business travel,Eco,1303,4,3,4,4,1,4,3,5,3,5,2,4,3,3,5,6.0,satisfied
3725,Male,Loyal Customer,39,Business travel,Eco,3422,1,5,5,4,2,2,1,2,0,2,4,4,2,4,3,0.0,neutral or dissatisfied
3726,Female,Loyal Customer,27,Business travel,Business,130,3,4,4,3,3,4,5,3,5,0,2,5,4,5,4,2.0,neutral or dissatisfied
3727,Female,Loyal Customer,63,Business travel,Eco Plus,568,2,2,1,2,3,3,3,3,4,4,3,3,3,2,4,0.0,neutral or dissatisfied
3728,Female,Loyal Customer,75,Business travel,Eco,744,5,2,1,2,2,4,3,2,1,1,2,0,2,2,7,7.0,neutral or dissatisfied
3729,Male,Loyal Customer,76,Business travel,Eco,1326,4,2,3,2,0,3,4,2,4,1,5,3,4,2,22,18.0,satisfied
3730,Male,disloyal Customer,73,Personal Travel,Eco,2790,3,4,2,2,3,3,1,2,5,2,3,4,1,4,8,15.0,neutral or dissatisfied
3731,Female,disloyal Customer,54,Business travel,Business,4441,2,1,2,2,5,4,3,3,4,3,4,3,4,4,2,0.0,satisfied
3732,Female,Loyal Customer,39,Business travel,Eco,4248,4,2,3,3,5,5,2,3,3,5,3,2,2,5,0,8.0,satisfied
3733,Male,Loyal Customer,42,Personal Travel,Business,4032,0,3,3,2,3,1,5,2,4,2,4,2,4,4,5,0.0,satisfied
3734,Male,Loyal Customer,39,Business travel,Eco,2671,3,3,3,3,3,1,3,5,3,4,3,4,3,1,2,12.0,neutral or dissatisfied
3735,Female,Loyal Customer,37,Personal Travel,Business,960,4,2,2,1,2,3,3,3,3,2,5,2,2,5,21,18.0,neutral or dissatisfied
3736,Female,Loyal Customer,27,Business travel,Business,514,4,4,5,4,3,4,3,5,3,3,2,3,3,4,63,45.0,neutral or dissatisfied
3737,Male,Loyal Customer,33,Personal Travel,Eco,2064,4,4,2,2,2,1,5,3,3,2,3,4,4,3,82,,neutral or dissatisfied
3738,Male,Loyal Customer,78,Personal Travel,Business,4532,3,3,3,2,3,3,3,2,4,3,3,3,4,2,5,1.0,satisfied
3739,Male,Loyal Customer,68,Personal Travel,Business,4193,4,2,1,2,2,3,2,3,4,4,2,5,5,4,1,16.0,satisfied
3740,Female,Loyal Customer,32,Business travel,Eco,3950,2,4,2,5,5,2,2,3,1,1,4,2,2,1,14,9.0,neutral or dissatisfied
3741,Male,disloyal Customer,72,Business travel,Eco,2702,2,3,1,4,3,3,2,2,2,5,2,1,2,5,13,21.0,neutral or dissatisfied
3742,Female,Loyal Customer,18,Business travel,Eco,1872,2,3,2,3,2,4,3,3,4,3,1,4,3,3,0,0.0,neutral or dissatisfied
3743,Male,disloyal Customer,28,Business travel,Business,2878,3,4,3,2,4,5,4,4,2,2,4,3,3,1,18,14.0,satisfied
3744,Male,disloyal Customer,23,Personal Travel,Business,3592,4,2,3,5,3,5,3,4,1,5,1,4,2,4,20,24.0,satisfied
3745,Male,Loyal Customer,13,Business travel,Business,1573,5,2,3,4,1,5,5,4,5,3,4,3,3,4,15,20.0,satisfied
3746,Male,Loyal Customer,74,Business travel,Eco,2759,3,3,3,3,4,3,3,3,5,3,4,3,3,3,15,14.0,neutral or dissatisfied
3747,Female,Loyal Customer,43,Personal Travel,Eco,1705,2,5,3,2,3,3,1,2,4,4,2,3,4,5,74,76.0,neutral or dissatisfied
3748,Female,disloyal Customer,44,Business travel,Business,2499,5,2,1,4,4,3,1,3,3,1,4,2,3,4,126,115.0,neutral or dissatisfied
3749,Male,disloyal Customer,17,Personal Travel,Business,3097,4,3,4,3,4,3,3,3,4,4,2,4,4,2,71,81.0,neutral or dissatisfied
3750,Female,Loyal Customer,7,Personal Travel,Business,1927,3,2,4,2,4,5,3,4,2,4,3,4,2,4,11,0.0,satisfied
3751,Male,Loyal Customer,31,Business travel,Business,3326,2,5,1,3,4,5,2,3,3,3,3,4,2,4,9,6.0,satisfied
3752,Male,Loyal Customer,48,Business travel,Business,1618,5,3,4,3,1,2,3,3,2,3,2,0,5,3,11,12.0,satisfied
3753,Male,Loyal Customer,58,Business travel,Eco,1396,3,2,4,3,3,3,2,5,4,2,2,3,3,3,6,13.0,satisfied
3754,Male,Loyal Customer,30,Business travel,Business,1799,3,1,1,4,2,4,4,4,5,3,4,3,4,3,133,127.0,neutral or dissatisfied
3755,Female,disloyal Customer,59,Personal Travel,Eco,2030,4,4,2,3,2,3,3,4,3,3,1,4,2,1,3,0.0,neutral or dissatisfied
3756,Male,Loyal Customer,62,Personal Travel,Eco,303,3,3,3,3,1,2,3,3,4,1,3,3,2,2,23,30.0,neutral or dissatisfied
3757,Male,Loyal Customer,69,Business travel,Business,2106,5,4,4,3,5,5,4,4,5,2,3,3,2,3,22,25.0,satisfied
3758,Female,Loyal Customer,14,Business travel,Eco,1627,4,2,3,2,3,2,2,3,3,1,4,5,2,4,8,13.0,neutral or dissatisfied
3759,Male,Loyal Customer,65,Business travel,Eco,3858,2,5,2,4,2,4,2,3,4,1,5,5,2,2,8,14.0,neutral or dissatisfied
3760,Male,Loyal Customer,51,Business travel,Business,3803,3,3,2,4,2,3,4,2,4,2,4,5,4,3,6,10.0,satisfied
3761,Male,Loyal Customer,33,Business travel,Eco,1603,2,3,1,4,5,5,3,2,4,0,3,3,3,2,0,0.0,neutral or dissatisfied
3762,Female,disloyal Customer,58,Business travel,Business,2783,5,4,2,2,4,5,4,2,2,4,3,3,4,2,1,3.0,satisfied
3763,Male,disloyal Customer,24,Business travel,Eco,2052,2,3,3,3,0,2,3,4,3,4,3,5,3,2,15,7.0,satisfied
3764,Female,Loyal Customer,22,Business travel,Eco,4608,3,4,4,4,4,3,1,4,3,5,3,4,4,2,1,15.0,satisfied
3765,Male,disloyal Customer,72,Business travel,Eco,4684,3,2,2,2,2,3,2,2,3,3,3,4,4,3,6,1.0,satisfied
3766,Male,Loyal Customer,11,Personal Travel,Eco,4683,3,4,4,5,4,2,5,2,2,2,4,3,3,3,5,1.0,satisfied
3767,Female,Loyal Customer,9,Personal Travel,Eco,696,4,4,3,1,2,3,2,4,5,3,3,2,2,4,62,62.0,neutral or dissatisfied
3768,Male,Loyal Customer,76,Business travel,Eco,4595,4,4,5,2,1,4,3,4,3,3,4,2,5,1,9,13.0,satisfied
3769,Male,Loyal Customer,13,Business travel,Eco,4249,4,5,1,2,2,3,0,5,4,3,3,3,2,3,5,3.0,satisfied
3770,Female,disloyal Customer,56,Business travel,Business,2701,3,2,3,4,4,2,2,2,4,2,2,4,4,2,17,30.0,satisfied
3771,Female,Loyal Customer,20,Business travel,Eco,4321,2,4,3,5,3,4,2,3,4,4,3,1,4,0,12,17.0,satisfied
3772,Female,Loyal Customer,44,Business travel,Business,2173,3,3,5,3,3,4,5,3,4,4,3,4,5,4,7,1.0,satisfied
3773,Female,Loyal Customer,53,Personal Travel,Business,1844,3,3,2,0,3,3,3,4,3,4,3,2,2,4,10,18.0,neutral or dissatisfied
3774,Female,Loyal Customer,39,Business travel,Eco,3256,2,4,2,3,3,2,3,4,4,4,3,3,5,4,66,65.0,satisfied
3775,Male,Loyal Customer,49,Business travel,Business,1212,3,4,3,3,4,5,3,3,4,4,1,5,5,2,18,18.0,satisfied
3776,Female,Loyal Customer,35,Business travel,Business,4296,5,2,2,3,5,4,2,4,3,4,3,5,4,3,38,53.0,satisfied
3777,Male,Loyal Customer,63,Personal Travel,Eco,3650,5,2,3,3,3,3,4,2,1,3,3,3,1,3,17,2.0,neutral or dissatisfied
3778,Male,Loyal Customer,11,Personal Travel,Business,1146,3,3,2,4,2,3,1,2,4,4,3,3,4,3,23,29.0,neutral or dissatisfied
3779,Male,disloyal Customer,66,Business travel,Business,2226,1,0,5,2,4,5,3,2,5,3,3,3,4,3,18,13.0,satisfied
3780,Female,Loyal Customer,76,Business travel,Eco,785,2,3,5,2,4,3,0,2,4,3,3,3,2,3,6,8.0,neutral or dissatisfied
3781,Female,Loyal Customer,8,Business travel,Eco,2438,4,5,5,2,4,3,2,3,3,2,3,4,3,4,23,11.0,satisfied
3782,Male,Loyal Customer,76,Business travel,Eco,3614,1,1,3,5,2,3,0,1,2,4,3,2,4,4,0,6.0,satisfied
3783,Female,Loyal Customer,49,Business travel,Eco,3892,4,3,3,3,4,3,2,3,1,2,2,2,1,4,26,29.0,satisfied
3784,Female,Loyal Customer,10,Business travel,Eco,2550,4,2,3,4,3,3,4,3,4,2,2,2,3,2,7,15.0,satisfied
3785,Female,Loyal Customer,62,Business travel,Eco,4147,3,3,4,4,3,3,1,2,3,3,5,4,3,2,64,75.0,neutral or dissatisfied
3786,Female,disloyal Customer,65,Business travel,Eco,3540,3,4,4,1,2,2,2,5,2,3,2,3,2,5,8,12.0,satisfied
3787,Male,Loyal Customer,15,Business travel,Eco,3848,2,3,4,3,1,3,4,3,3,3,3,3,4,2,13,11.0,satisfied
3788,Male,Loyal Customer,9,Personal Travel,Eco,2014,4,2,3,4,1,3,5,3,3,4,4,5,3,2,131,126.0,neutral or dissatisfied
3789,Female,disloyal Customer,54,Business travel,Business,2399,4,3,4,5,4,3,4,3,4,5,3,4,3,3,11,0.0,satisfied
3790,Male,Loyal Customer,49,Business travel,Business,2952,3,4,3,4,5,4,3,1,3,2,2,5,4,2,1,1.0,satisfied
3791,Female,Loyal Customer,7,Business travel,Business,289,2,4,2,3,4,3,3,3,5,3,1,5,3,2,15,13.0,neutral or dissatisfied
3792,Female,Loyal Customer,63,Business travel,Eco,2887,2,3,2,5,2,2,2,2,5,3,1,2,3,3,14,9.0,neutral or dissatisfied
3793,Male,disloyal Customer,59,Business travel,Business,4334,4,3,3,3,3,2,3,4,4,3,2,4,3,2,1,0.0,satisfied
3794,Male,disloyal Customer,22,Business travel,Eco,4042,3,3,2,2,3,3,5,2,0,3,2,4,3,2,0,0.0,satisfied
3795,Male,Loyal Customer,57,Business travel,Eco,2033,3,4,2,4,3,2,4,3,4,2,4,1,2,2,48,44.0,neutral or dissatisfied
3796,Female,Loyal Customer,61,Business travel,Eco,2470,1,1,4,1,3,1,3,1,4,4,2,4,5,2,16,17.0,neutral or dissatisfied
3797,Male,Loyal Customer,7,Business travel,Business,3605,2,4,4,2,2,4,4,5,4,4,2,2,2,3,11,9.0,satisfied
3798,Female,disloyal Customer,34,Business travel,Eco,4874,2,2,3,5,1,1,3,4,4,2,4,3,3,4,4,10.0,neutral or dissatisfied
3799,Male,disloyal Customer,59,Personal Travel,Business,3294,4,3,3,4,2,3,4,3,5,4,5,4,2,4,3,0.0,satisfied
3800,Male,Loyal Customer,64,Business travel,Eco,2524,3,2,3,2,1,2,5,2,3,2,4,2,5,3,1,0.0,neutral or dissatisfied
3801,Female,Loyal Customer,79,Business travel,Eco,2663,3,4,4,3,3,2,3,4,1,3,3,4,2,3,11,21.0,neutral or dissatisfied
3802,Female,Loyal Customer,66,Business travel,Business,220,4,2,2,3,4,4,3,3,4,3,3,2,5,2,10,10.0,satisfied
3803,Female,Loyal Customer,65,Personal Travel,Eco,4415,4,2,1,4,1,2,2,2,4,4,2,3,2,1,32,42.0,neutral or dissatisfied
3804,Female,Loyal Customer,28,Business travel,Business,371,4,2,4,3,3,3,4,3,5,3,4,4,4,4,11,13.0,satisfied
3805,Female,Loyal Customer,14,Personal Travel,Eco Plus,2944,3,2,3,3,5,1,2,5,5,3,3,3,3,4,7,7.0,neutral or dissatisfied
3806,Female,Loyal Customer,55,Personal Travel,Business,4257,2,4,5,3,3,5,3,3,5,4,2,2,4,3,27,29.0,satisfied
3807,Female,Loyal Customer,48,Business travel,Business,2687,5,2,2,2,3,4,2,4,3,4,2,4,4,3,11,7.0,satisfied
3808,Female,disloyal Customer,33,Business travel,Business,4016,4,3,4,5,4,5,3,3,3,4,4,4,4,5,15,8.0,satisfied
3809,Male,Loyal Customer,45,Business travel,Business,2997,4,2,3,3,5,5,3,1,1,4,2,5,4,4,11,20.0,satisfied
3810,Female,Loyal Customer,31,Personal Travel,Eco,2298,4,5,4,3,3,4,1,3,2,3,2,5,3,1,2,7.0,neutral or dissatisfied
3811,Female,Loyal Customer,44,Business travel,Eco,1877,5,3,2,3,2,3,4,2,3,3,5,2,3,1,1,8.0,satisfied
3812,Male,disloyal Customer,30,Business travel,Eco,1056,3,2,1,3,3,3,1,2,2,2,2,2,3,2,11,25.0,neutral or dissatisfied
3813,Female,disloyal Customer,30,Business travel,Business,659,5,3,4,2,5,2,3,4,3,4,3,3,3,2,29,29.0,neutral or dissatisfied
3814,Male,Loyal Customer,66,Business travel,Business,2653,2,2,3,2,3,3,4,2,5,2,3,3,3,3,39,45.0,satisfied
3815,Male,Loyal Customer,56,Business travel,Eco,2669,4,4,3,4,3,2,4,2,0,4,5,3,3,3,124,115.0,neutral or dissatisfied
3816,Female,Loyal Customer,72,Business travel,Business,3363,5,3,2,1,5,5,3,4,4,3,4,4,3,2,22,30.0,satisfied
3817,Male,Loyal Customer,20,Business travel,Eco,1879,3,3,3,5,3,4,3,2,5,4,3,2,4,3,5,0.0,satisfied
3818,Female,Loyal Customer,59,Business travel,Eco,1541,1,2,4,3,5,4,1,3,3,3,2,2,4,3,11,,satisfied
3819,Male,disloyal Customer,38,Business travel,Business,4497,4,1,4,2,2,3,3,3,4,4,2,0,3,5,11,7.0,satisfied
3820,Male,Loyal Customer,54,Personal Travel,Eco,4148,3,1,2,3,3,4,1,3,4,3,5,3,4,3,9,13.0,neutral or dissatisfied
3821,Male,disloyal Customer,45,Business travel,Eco,3027,4,1,1,3,5,1,3,3,3,4,1,2,2,2,16,14.0,satisfied
3822,Female,Loyal Customer,46,Personal Travel,Eco,793,2,3,3,2,5,3,3,3,2,2,4,2,2,5,2,0.0,neutral or dissatisfied
3823,Female,Loyal Customer,48,Business travel,Business,2503,5,5,4,4,3,4,4,1,5,4,4,4,3,2,2,0.0,satisfied
3824,Male,Loyal Customer,14,Business travel,Business,1970,3,3,1,2,3,5,1,3,2,4,5,3,2,5,34,35.0,neutral or dissatisfied
3825,Male,Loyal Customer,32,Personal Travel,Business,3647,4,2,4,2,5,2,4,2,3,3,1,4,2,4,141,142.0,neutral or dissatisfied
3826,Female,Loyal Customer,18,Business travel,Business,1758,2,3,5,3,3,5,5,4,3,3,4,5,5,5,20,16.0,satisfied
3827,Female,Loyal Customer,49,Personal Travel,Business,2227,2,2,4,2,3,5,3,5,3,5,4,4,3,3,7,12.0,satisfied
3828,Male,Loyal Customer,57,Personal Travel,Eco,997,1,2,1,5,2,4,5,3,3,2,4,4,3,1,10,9.0,neutral or dissatisfied
3829,Male,Loyal Customer,69,Business travel,Eco,2346,1,2,2,4,2,2,2,3,1,1,3,5,2,1,11,11.0,neutral or dissatisfied
3830,Female,Loyal Customer,55,Business travel,Eco,2604,4,3,2,4,2,3,1,3,4,3,5,3,3,3,4,12.0,satisfied
3831,Female,disloyal Customer,33,Business travel,Business,1886,3,5,3,3,3,4,3,3,4,3,3,3,2,5,124,124.0,neutral or dissatisfied
3832,Female,Loyal Customer,15,Business travel,Eco,4131,2,2,3,3,1,3,2,3,2,3,2,4,4,2,2,0.0,satisfied
3833,Female,Loyal Customer,45,Business travel,Business,639,2,3,4,3,3,4,5,4,4,3,1,2,3,4,9,6.0,satisfied
3834,Female,Loyal Customer,71,Business travel,Eco,708,4,1,3,2,5,3,2,2,5,3,3,4,5,1,2,12.0,satisfied
3835,Male,Loyal Customer,77,Business travel,Eco Plus,3146,4,4,3,3,4,2,4,4,3,1,3,4,3,4,2,0.0,satisfied
3836,Female,Loyal Customer,77,Business travel,Eco,1991,4,2,2,2,2,2,1,5,4,5,4,1,3,3,27,24.0,satisfied
3837,Male,disloyal Customer,13,Personal Travel,Eco Plus,3842,3,2,2,5,3,4,2,3,3,2,1,2,2,1,8,16.0,neutral or dissatisfied
3838,Female,Loyal Customer,78,Personal Travel,Eco,3631,5,2,4,3,3,2,2,3,4,3,5,1,3,3,11,10.0,neutral or dissatisfied
3839,Male,Loyal Customer,73,Business travel,Business,1888,4,2,4,5,2,4,3,1,5,3,3,4,1,4,1,4.0,satisfied
3840,Female,Loyal Customer,16,Personal Travel,Business,2466,2,2,4,4,1,2,2,1,4,3,4,2,2,5,2,0.0,neutral or dissatisfied
3841,Female,Loyal Customer,77,Business travel,Business,1975,4,3,2,3,2,3,3,4,3,3,4,5,5,4,1,1.0,satisfied
3842,Male,Loyal Customer,59,Business travel,Business,4010,3,2,3,3,3,5,3,3,3,4,2,4,5,0,3,0.0,satisfied
3843,Male,Loyal Customer,63,Business travel,Eco,1086,3,4,3,3,5,3,4,2,2,2,3,5,3,0,25,27.0,satisfied
3844,Female,Loyal Customer,33,Business travel,Business,128,3,2,4,3,4,5,3,4,3,3,4,3,3,4,26,30.0,satisfied
3845,Female,disloyal Customer,60,Business travel,Eco,1930,2,2,4,2,3,5,2,2,2,2,4,5,4,1,13,14.0,neutral or dissatisfied
3846,Female,Loyal Customer,10,Personal Travel,Business,2009,4,2,3,5,4,4,5,4,3,5,3,1,4,5,25,18.0,satisfied
3847,Female,Loyal Customer,29,Personal Travel,Business,2212,3,2,5,3,4,4,1,3,1,3,4,4,2,4,2,8.0,satisfied
3848,Female,Loyal Customer,54,Business travel,Eco Plus,1605,2,3,1,4,2,3,2,4,3,2,2,3,4,4,1,4.0,satisfied
3849,Male,Loyal Customer,48,Personal Travel,Business,408,4,2,3,3,3,3,2,3,3,3,1,4,4,3,17,28.0,satisfied
3850,Male,Loyal Customer,9,Business travel,Eco,2737,5,4,4,5,2,3,1,3,5,5,5,2,5,3,54,47.0,neutral or dissatisfied
3851,Female,Loyal Customer,9,Business travel,Eco,4609,2,0,2,2,1,4,3,3,4,1,2,4,4,5,15,6.0,satisfied
3852,Male,disloyal Customer,34,Personal Travel,Business,667,2,4,4,3,3,3,5,3,3,5,2,2,1,3,0,0.0,neutral or dissatisfied
3853,Male,disloyal Customer,69,Business travel,Eco,3285,4,2,3,2,3,4,4,3,1,5,5,2,2,3,2,12.0,satisfied
3854,Male,disloyal Customer,37,Business travel,Business,1678,3,5,5,3,4,5,4,2,3,3,3,3,5,4,3,32.0,satisfied
3855,Female,Loyal Customer,16,Business travel,Eco,3931,3,3,3,2,3,5,4,4,3,0,1,4,3,2,6,3.0,satisfied
3856,Male,Loyal Customer,55,Business travel,Eco,2552,3,4,3,4,4,4,3,2,2,2,2,1,3,3,2,15.0,neutral or dissatisfied
3857,Female,Loyal Customer,27,Business travel,Business,2897,4,3,5,3,3,4,3,3,4,3,3,4,3,4,0,0.0,satisfied
3858,Male,Loyal Customer,59,Business travel,Eco,4687,3,3,3,3,4,3,3,2,2,1,2,1,3,4,3,0.0,satisfied
3859,Female,Loyal Customer,60,Business travel,Business,1488,3,2,4,2,4,4,5,4,3,1,4,2,5,3,65,70.0,neutral or dissatisfied
3860,Male,Loyal Customer,63,Business travel,Eco,1091,4,3,3,3,3,2,2,4,1,4,3,4,3,1,4,0.0,neutral or dissatisfied
3861,Female,Loyal Customer,26,Business travel,Eco,4739,3,2,4,3,3,3,4,3,3,3,3,4,2,4,0,0.0,satisfied
3862,Female,Loyal Customer,55,Business travel,Eco,4478,3,3,3,4,2,2,5,5,4,2,4,4,3,3,31,32.0,satisfied
3863,Male,Loyal Customer,13,Personal Travel,Eco,4124,3,3,3,3,4,2,3,2,2,3,2,2,4,4,9,10.0,neutral or dissatisfied
3864,Female,Loyal Customer,35,Business travel,Business,1409,2,3,3,2,3,4,4,3,5,2,2,2,2,4,22,37.0,satisfied
3865,Female,Loyal Customer,54,Business travel,Eco Plus,2684,4,4,1,1,2,2,2,2,4,1,4,2,4,5,0,0.0,satisfied
3866,Female,Loyal Customer,19,Business travel,Business,2103,4,4,3,4,4,3,4,2,3,3,3,4,3,4,19,24.0,satisfied
3867,Female,Loyal Customer,9,Business travel,Eco,4587,3,2,5,3,3,3,3,4,4,2,4,5,3,4,14,14.0,satisfied
3868,Female,Loyal Customer,8,Business travel,Business,3265,2,4,2,3,2,4,4,3,5,3,2,3,5,4,45,42.0,satisfied
3869,Female,Loyal Customer,22,Business travel,Eco Plus,4683,1,4,3,2,3,5,4,3,4,3,3,1,4,3,1,14.0,satisfied
3870,Female,Loyal Customer,12,Personal Travel,Eco,4231,3,0,4,2,4,1,3,2,5,2,2,3,4,5,12,21.0,satisfied
3871,Female,Loyal Customer,51,Business travel,Eco,2673,3,2,4,3,3,2,2,4,4,3,3,3,2,4,0,15.0,satisfied
3872,Male,Loyal Customer,77,Business travel,Business,3421,4,2,3,2,5,1,3,3,5,4,5,5,5,3,5,0.0,satisfied
3873,Male,Loyal Customer,11,Business travel,Eco,275,4,2,2,3,4,2,3,2,3,1,4,3,2,3,12,0.0,satisfied
3874,Female,disloyal Customer,62,Business travel,Eco,1870,3,4,4,4,2,3,3,3,2,5,2,3,3,3,32,37.0,neutral or dissatisfied
3875,Female,Loyal Customer,77,Business travel,Eco,1186,1,2,4,4,2,3,2,3,2,2,3,3,3,3,1,0.0,neutral or dissatisfied
3876,Male,Loyal Customer,38,Business travel,Business,2869,3,2,5,2,3,2,3,3,3,3,3,2,5,4,8,18.0,satisfied
3877,Male,disloyal Customer,55,Personal Travel,Eco,2264,5,3,4,3,3,3,3,2,4,3,2,3,3,3,3,0.0,neutral or dissatisfied
3878,Male,Loyal Customer,19,Business travel,Business,618,5,3,2,1,1,5,3,3,3,4,2,4,4,2,2,0.0,satisfied
3879,Female,Loyal Customer,36,Personal Travel,Business,4864,4,4,3,1,1,2,2,2,4,4,2,3,3,3,13,0.0,satisfied
3880,Male,Loyal Customer,31,Business travel,Business,798,3,3,4,2,2,4,4,4,1,4,4,1,5,3,0,0.0,satisfied
3881,Female,Loyal Customer,66,Business travel,Business,4075,3,5,2,3,5,5,2,4,2,1,3,4,3,3,11,7.0,satisfied
3882,Female,Loyal Customer,65,Business travel,Business,385,5,2,3,2,5,2,5,4,3,5,3,3,1,2,2,,satisfied
3883,Male,Loyal Customer,34,Business travel,Business,467,3,1,4,4,2,3,2,2,2,5,3,4,5,3,0,2.0,neutral or dissatisfied
3884,Female,disloyal Customer,64,Personal Travel,Business,804,3,5,4,4,2,2,5,2,4,2,5,3,2,3,9,12.0,neutral or dissatisfied
3885,Female,Loyal Customer,26,Business travel,Eco,2676,4,5,5,2,3,4,3,1,3,2,1,3,1,3,61,71.0,neutral or dissatisfied
3886,Female,Loyal Customer,40,Business travel,Eco,2515,1,3,2,2,3,3,2,2,2,0,2,1,3,2,9,9.0,satisfied
3887,Female,Loyal Customer,11,Personal Travel,Business,2420,2,3,2,3,2,3,3,2,4,2,3,3,5,3,63,48.0,neutral or dissatisfied
3888,Male,disloyal Customer,66,Personal Travel,Eco,258,2,3,5,5,2,3,3,3,5,3,3,5,5,1,3,6.0,neutral or dissatisfied
3889,Male,Loyal Customer,49,Personal Travel,Eco,1983,4,2,3,3,2,4,2,2,4,3,4,4,3,2,19,14.0,satisfied
3890,Female,Loyal Customer,63,Personal Travel,Eco,1784,2,1,1,4,2,1,2,3,2,4,5,2,4,4,14,9.0,neutral or dissatisfied
3891,Female,Loyal Customer,63,Business travel,Business,3463,1,3,4,3,4,2,3,3,4,2,1,3,3,3,21,37.0,satisfied
3892,Male,Loyal Customer,60,Personal Travel,Business,4255,2,3,2,3,1,4,3,3,3,5,2,4,5,3,66,61.0,neutral or dissatisfied
3893,Female,Loyal Customer,51,Business travel,Eco Plus,4622,3,1,3,3,5,4,3,4,4,4,3,1,2,3,1,0.0,satisfied
3894,Male,Loyal Customer,43,Personal Travel,Business,4745,3,2,2,4,4,4,5,5,4,2,4,4,4,5,17,,satisfied
3895,Female,Loyal Customer,54,Personal Travel,Business,175,3,1,5,5,3,2,3,4,5,4,2,5,5,5,24,26.0,neutral or dissatisfied
3896,Female,Loyal Customer,60,Business travel,Business,1363,4,3,4,4,3,4,4,3,4,3,3,2,5,3,10,10.0,satisfied
